100.000000,0.000000
99.984766,1.745467
99.939067,3.490402
99.862918,5.234274
99.756342,6.976550
99.619371,8.716701
99.452048,10.454197
99.254422,12.188507
99.026555,13.919103
98.768515,15.645458
98.480382,17.367046
98.162243,19.083343
97.814195,20.793825
97.436345,22.497972
97.028806,24.195264
96.591704,25.885183
96.125171,27.567216
95.629351,29.240850
95.104393,30.905574
94.550458,32.560881
93.967714,34.206267
93.356339,35.841232
92.716520,37.465275
92.048451,39.077904
91.352337,40.678626
90.628388,42.266954
89.876825,43.842403
89.097878,45.404494
88.291784,46.952751
87.458789,48.486702
86.599146,50.005879
85.713117,51.509821
84.800972,52.998068
83.862989,54.470167
82.899454,55.925669
81.910661,57.364132
80.896911,58.785116
79.858512,60.188189
78.795781,61.572924
77.709042,62.938898
76.598625,64.285695
75.464870,65.612905
74.308122,66.920124
73.128733,68.206953
71.927063,69.472999
70.703477,70.717879
69.458348,71.941211
68.192057,73.142624
66.904988,74.321751
65.597534,75.478233
64.270093,76.611717
62.923069,77.721859
61.556874,78.808320
60.171923,79.870769
58.768638,80.908882
57.347447,81.922343
55.908784,82.910843
54.453085,83.874082
52.980795,84.811764
51.492362,85.723606
49.988240,86.609329
48.468888,87.468662
46.934767,88.301345
45.386346,89.107124
43.824097,89.885753
42.248494,90.636994
40.660019,91.360620
39.059155,92.056409
37.446391,92.724149
35.822217,93.363637
34.187128,93.974679
32.541623,94.557087
30.886203,95.110685
29.221372,95.635304
27.547637,96.130784
25.865510,96.596974
24.175501,97.033732
22.478126,97.440925
20.773903,97.818429
19.063350,98.166128
17.346988,98.483917
15.625341,98.771700
13.898934,99.029388
12.168291,99.256903
10.433941,99.454175
8.696412,99.621144
6.956233,99.757761
5.213934,99.863982
3.470047,99.939776
1.725103,99.985119
-0.020367,99.999998
-1.765831,99.984408
-3.510757,99.938354
-5.254613,99.861850
-6.996868,99.754919
-8.736991,99.617594
-10.474452,99.449916
-12.208722,99.251938
-13.939272,99.023718
-15.665574,98.765327
-17.387104,98.476843
-19.103336,98.158355
-20.813747,97.809958
-22.517817,97.431760
-24.215025,97.023876
-25.904856,96.586430
-27.586794,96.119555
-29.260326,95.623393
-30.924943,95.098096
-32.580138,94.543824
-34.225405,93.960745
-35.860245,93.349038
-37.484159,92.708888
-39.096651,92.040490
-40.697231,91.344049
-42.285411,90.619777
-43.860708,89.867894
-45.422640,89.088629
-46.970733,88.282219
-48.504514,87.448912
-50.023516,86.588959
-51.527277,85.702624
-53.015338,84.790176
-54.487246,83.851893
-55.942552,82.888062
-57.380813,81.898976
-58.801591,80.884936
-60.204453,79.846251
-61.588971,78.783238
-62.954724,77.696221
-64.301295,76.585531
-65.628274,75.451505
-66.935257,74.294491
-68.221845,73.114840
-69.487648,71.912911
-70.732278,70.689072
-71.955356,69.443694
-73.156511,68.177158
-74.335376,66.889849
-75.491591,65.582159
-76.624806,64.254488
-77.734673,62.907238
-78.820856,61.540822
-79.883022,60.155654
-80.920850,58.752158
-81.934021,57.330761
-82.922229,55.891896
-83.885170,54.436001
-84.822553,52.963520
-85.734092,51.474902
-86.619508,49.970599
-87.478532,48.451072
-88.310903,46.916782
-89.116366,45.368197
-89.894677,43.805788
-90.645597,42.230033
-91.368899,40.641411
-92.064362,39.040405
